Restaurant Name,Cuisine,Average Cost,Rating,City
Chaat Shaala,"Fast Food, Street Food, Bakery",100,4.1,Nagpur
Chaat Singh,Street Food,150,4.3,Coimbatore
Chaat Square,Street Food,150,3.9,Coimbatore
Chaat Street,"North Indian, Fast Food, Street Food",400,4.0,Bangalore
Chaat Street Desi Chaat Chai,"Fast Food, Street Food",400,3.2,Mumbai
Chaat Street Desi Chaat Chai,"Fast Food, Street Food",100,3.6,Chennai
Chaat Street Desi Chaat Chai,Street Food,150,3.7,Chandigarh
Chaat Street Desi Chaat Chai,"Fast Food, Street Food",50,3.8,Pune
Chaat Street Desi Chaat Chai,Street Food,250,3.8,NCR
Chaat Street Desi Chaat Chai,"North Indian, Street Food",250,4.0,Jaipur
Chaat Studio,"South Indian, North Indian, Street Food",100,3.8,Chandigarh
Chaat Vilas,Street Food,100,3.3,Chandigarh
Chaatt s Spice Up,Fast Food,300,4.0,Jamnagar
Chaatu Specialty Foods,"North Indian, Fast Food, Street Food",50,4.2,Bareilly
Chaatwich,"Fast Food, Street Food",100,4.4,Mumbai
Chaayos Chai Snacks Relax,Fast Food,150,4.2,Chandigarh
Chaayos Chai Snacks Relax,Street Food,150,4.2,Hyderabad
Chaayos Chai Snacks Relax,"North Indian, Fast Food, Street Food",150,4.3,Mumbai
Chaayos Chai Snacks Relax,Fast Food,150,4.3,Chennai
Chaayos Chai Snacks Relax,Indian,200,4.3,Pune
Chaayos Chai Snacks Relax,Fast Food,250,4.3,NCR
Chaayos Chai Snacks Relax,Street Food,150,4.4,Bangalore
Chaayos Chai Snacks Relax,Fast Food,200,4.4,Delhi NCR
Chacha Bhatija Snacks Shop,"Fast Food, Biryani",100,3.5,Asansol
Chacha Chap Corner,"North Indian, Fast Food",150,4.2,NCR
Chacha Chaudhary Ka Dosa,"South Indian, North Indian, Fast Food, Street Food",200,3.9,Allahabad
Chacha Chinese By New Prince,Indian,500,4.0,Ahmedabad
Chacha Choudhary Punjabi Chinese,North Indian,200,3.2,Vadodara
Chacha Choudhary Punjabi And Chinese,"North Indian, Street Food, Biryani",400,3.7,Vadodara
Chacha Chur Chur Naan,North Indian,350,3.7,Aligarh
Chacha Fish Corner,Indian,350,4.3,Ludhiana
Chacha Ji Fast Food Corner,"North Indian, Fast Food, Street Food, Biryani",100,3.9,Gorakhpur
Chacha Rolls,Fast Food,200,3.7,Nagpur
Chacha Tikke Wala,"North Indian, Fast Food",300,3.3,Jalandhar
Chacha Veg Non Veg Dhaba,"North Indian, Fast Food",250,4.1,Jalandhar
Chacha Wow Fast Food,Fast Food,150,3.9,Ludhiana
Chachaji Makhan Wala Dhabha,"North Indian, Biryani",100,3.2,Indore
Chacha s Kitchen,"North Indian, Fast Food",200,4.0,Jaipur
Chache Da Dhaba,North Indian,100,3.6,Chandigarh
Chache Da Dhaba And National Point,North Indian,350,2.7,Amritsar
Chachi Vaishno Dhaba,North Indian,100,4.2,Kanpur
Chack s Cafe,"Fast Food, Street Food",200,3.6,Vadodara
Chader Haat,North Indian,150,4.0,Siliguri
Chafa Cafe And Studio,Fast Food,150,4.2,Pune
Chahat Sweets And Namkeen,North Indian,100,4.0,Bhopal
Chai,Fast Food,200,4.2,Bhopal
Chai Adda,"Fast Food, Street Food",10,3.6,NCR
Chai Adda,Fast Food,300,4.2,Guwahati
Chai Apps,"Fast Food, Street Food",200,3.1,Ludhiana
Chai Apps,"Fast Food, Street Food",100,3.8,Jalandhar
Chai Bar,North Indian,150,4.0,Varanasi
Chai Battalion,Fast Food,100,2.6,Allahabad
Chai Biskut Cafe,"Fast Food, Street Food",50,3.9,Indore
Chai Break,"North Indian, Fast Food",150,3.9,Jamshedpur
Chai Break,North Indian,100,4.1,Cuttack
Chai Break,"North Indian, Fast Food",250,4.1,Kolkata
Chai Break,North Indian,300,4.1,Bhubaneswar
Chai Break,North Indian,250,4.3,Kharagpur
Chai Calling,"Fast Food, Street Food",150,3.3,Bareilly
Chai Calling,"Fast Food, Street Food",250,4.0,Kolkata
Chai Chakhna Food Truck,"North Indian, Fast Food",250,3.2,Ajmer
Chai Chaska,"Fast Food, Street Food",150,3.9,Ujjain
Chai Churi Cafe,"Fast Food, Street Food",200,4.1,Chandigarh
Chai Chuski Chill,"Fast Food, Street Food",200,4.0,Chandigarh
Chai Ciggie Cafe,"North Indian, Fast Food, Street Food",300,4.1,Kolkata
Chai Cult,Indian,150,4.2,Trivandrum
Chai Cuppi,Fast Food,200,4.1,Vadodara
Chai Express,"Fast Food, Street Food",100,4.3,Pune
Chai G,"Fast Food, Street Food",200,4.2,Ahmedabad
Chai Galiyara,Fast Food,100,4.2,Firozabad
Chai Galli,Fast Food,150,4.2,Chennai
Chai Garam,"Fast Food, Street Food",400,3.6,Kolkata
Chai Garam Cafe,"Fast Food, Street Food",100,4.4,Kota
Chai Govindam,"Fast Food, Street Food, Bakery",100,4.3,Raipur
Chai Govindam,Street Food,200,4.4,Raipur
Chai Ho Jaye,"Fast Food, Street Food",200,3.8,Jalandhar
Chai Kaapi,"North Indian, Fast Food, Street Food, Biryani",150,3.6,Indore
Chai Kaapi,"North Indian, Street Food",150,4.2,Bhopal
Chai Kaapi,Fast Food,150,4.3,Ujjain
Chai Ketali,"Fast Food, Street Food",250,4.1,Nashik
Chai Ki Chuski,Indian,150,3.5,Kota
Chai Ki Chuski,"North Indian, Fast Food",200,3.8,Jodhpur
Chai Ki Chuski,Fast Food,150,4.3,Kolkata
Chai Ki Haveli,"Fast Food, Street Food",150,3.9,Jalgaon
Chai Ki Tapri Cafe,Fast Food,50,4.1,Dehradun
Chai Kings,Indian,100,4.2,Coimbatore
Chai Kings,"Fast Food, Street Food",200,4.3,Chennai
Chai Kings,"Fast Food, Street Food",100,4.5,Hyderabad
Chai Krafters,"Fast Food, Street Food",500,3.9,Ludhiana
Chai Kulcha Bar,North Indian,500,4.2,Chandigarh
Chai Lodge,Fast Food,300,4.0,Agra
Chai Mera Yaar,Street Food,100,4.0,Lucknow
Chai Meri Zindagi,"Fast Food, Street Food",50,4.3,Ludhiana
Chai Met Sutta,Fast Food,200,3.5,Guwahati
Chai Mode,"South Indian, Fast Food, Street Food",350,4.2,Jaipur
Chai n Gupshup,"Fast Food, Street Food",100,4.0,Coimbatore
Chai n Gupshup,Indian,150,4.2,Coimbatore
Chai Naasta,"Fast Food, Street Food",150,3.5,Guwahati
Chai Nashta,Fast Food,100,3.6,Allahabad
Chai Nashta,"South Indian, North Indian, Street Food",50,4.0,Vadodara
Chai NGO And Chaat Formula,"Fast Food, Street Food",250,3.5,Saharanpur
Chai O Bite,"Fast Food, Street Food",100,3.8,Jalandhar
Chai Paratha,North Indian,100,4.2,Chandigarh
Chai Pe Charcha,Fast Food,200,3.2,Guwahati
Chai Pe Charcha,"North Indian, Fast Food, Street Food",150,4.1,Mumbai
Chai Pluss,"Fast Food, Street Food",100,4.0,Vijayawada
Chai Point,Fast Food,150,4.0,Amritsar
Chai Point,Fast Food,100,4.1,NCR
Chai Point,Fast Food,200,4.1,Delhi NCR
Chai Point,Fast Food,100,4.2,Hyderabad
Chai Point,Fast Food,250,4.2,Bangalore
Chai Point,Fast Food,200,4.3,Mumbai
Chai Pyala,"Fast Food, Street Food",400,4.2,Nashik
Chai Sabha,Fast Food,150,4.0,Lucknow
Chai Samosa,"South Indian, North Indian, Street Food",200,3.5,Agra
Chai Shai Bar,Fast Food,100,3.7,Jhansi
Chai Shai Bar,"Fast Food, Street Food",150,3.7,Mumbai
Chai Shai Bar,"Fast Food, Street Food",150,3.9,Jabalpur
Chai Shai Bar,"Fast Food, Street Food",100,4.2,Udaipur
Chai Shai Bza,"Fast Food, Street Food",200,3.8,Vijayawada
Chai Shai Cafe,"North Indian, Fast Food",300,3.7,Amravati
Chai Shaye,"North Indian, Fast Food, Biryani",150,3.2,Patna
Chai Smoker,"Fast Food, Street Food",150,4.1,Jaipur
Chai Soup Bar,"Fast Food, Street Food",100,4.0,Kanpur
Chai Station,"Fast Food, Street Food",150,4.0,Mangalore
Chai Su,Street Food,150,4.1,Lucknow
Chai Sutta,Fast Food,150,3.6,Raipur
Chai Sutta Bar,Fast Food,100,3.5,Patna
Chai Sutta Bar,"Fast Food, Street Food",200,3.5,Ahmedabad
Chai Sutta Bar,Fast Food,200,3.5,Jabalpur
Chai Sutta Bar,"Fast Food, Street Food",50,3.6,Kanpur
Chai Sutta Bar,"Fast Food, Street Food",100,3.6,Ajmer
Chai Sutta Bar,"Fast Food, Street Food",100,3.6,Amritsar
Chai Sutta Bar,"Fast Food, Street Food",100,3.6,Dhanbad
Chai Sutta Bar,"Fast Food, Street Food",150,3.6,Chandigarh
Chai Sutta Bar,"Fast Food, Street Food",250,3.6,Nashik
Chai Sutta Bar,"Fast Food, Street Food",250,3.6,Siliguri
Chai Sutta Bar,Fast Food,100,3.7,Indore
Chai Sutta Bar,"Fast Food, Street Food",100,3.7,Darbhanga
Chai Sutta Bar,"Fast Food, Street Food",150,3.7,Patna
Chai Sutta Bar,"Fast Food, Street Food",200,3.7,Jamshedpur
Chai Sutta Bar,Fast Food,200,3.7,Meerut
Chai Sutta Bar,Fast Food,300,3.7,Ludhiana
Chai Sutta Bar,"Fast Food, Street Food",100,3.8,Bhopal
Chai Sutta Bar,"Fast Food, Street Food",150,3.8,Vadodara
Chai Sutta Bar,Fast Food,200,3.8,Jhansi
Chai Sutta Bar,Fast Food,200,3.8,Bareilly
Chai Sutta Bar,Fast Food,150,3.9,Bhubaneswar
Chai Sutta Bar,"Fast Food, Street Food",100,4.0,Jalandhar
Chai Sutta Bar,Fast Food,150,4.0,Jamshedpur
Chai Sutta Bar,"Fast Food, Street Food",200,4.0,Cuttack
Chai Sutta Bar,Fast Food,450,4.0,Guwahati
Chai Sutta Bar,Fast Food,100,4.1,Kharagpur
Chai Sutta Bar,Fast Food,100,4.1,Rishikesh
Chai Sutta Bar,"Fast Food, Street Food",150,4.1,Nagpur
Chai Sutta Bar,"Fast Food, Street Food",200,4.1,Dehradun
Chai Sutta Bar,"Fast Food, Street Food",200,4.1,NCR
Chai Sutta Bar,"Fast Food, Street Food",200,4.1,Chennai
Chai Sutta Bar,"Fast Food, Street Food",100,4.2,Rajkot
Chai Sutta Bar,"Fast Food, Street Food",100,4.2,Gorakhpur
Chai Sutta Bar,"Fast Food, Street Food",100,4.2,Allahabad
Chai Sutta Bar,"Fast Food, Street Food",150,4.2,Motihari
Chai Sutta Bar,Fast Food,200,4.2,Kota
Chai Sutta Bar,Fast Food,400,4.2,Surat
Chai Sutta Boyz,Fast Food,200,4.0,Bhopal
Chai Tapri,Street Food,150,3.7,Jamshedpur
Chai Tapri,Fast Food,100,3.9,Nashik
Chai Tapri,Fast Food,350,3.9,Nashik
Chai Thikana,"Fast Food, Street Food",150,4.3,Indore
Chai Time,Fast Food,250,3.9,Guwahati
Chai Truck,Fast Food,100,3.8,Puducherry
Chai Truck,Fast Food,250,4.0,Puducherry
Chai Tune A Tea Cafe,"Fast Food, Street Food",150,4.3,Raipur
Chai Vaai Cafe,"North Indian, Fast Food, Street Food",300,3.5,Indore
Chai Vaai Cafe,"North Indian, Street Food",100,4.0,Jalandhar
Chai Vaai Cafe,"North Indian, Fast Food, Street Food",150,4.0,Patna
Chai Villa,Indian,250,3.9,Nagpur
Chai Villa,Indian,150,4.0,Nagpur
Chai Waale,"Fast Food, Street Food",100,4.2,Chennai
Chai Wai,"Fast Food, Street Food",50,3.7,Ahmedabad
Chai Wai,Indian,200,4.0,Vadodara
Chai Wai Coffee,Fast Food,150,3.5,Amritsar
Chai Wala,Indian,100,3.4,Kota
Chai Wala Babu,"Fast Food, Street Food",150,3.9,Cuttack
Chai World,Fast Food,150,4.4,Chennai
Chai Xpress,"Fast Food, Street Food",200,3.5,Varanasi
Chai Zaika,Fast Food,100,3.8,Vadodara
Chai On,Fast Food,350,3.6,Allahabad
ChaiApps,"North Indian, Fast Food, Street Food",350,4.0,Ludhiana
Chaiapps Next Door Bliss,"Fast Food, Street Food",200,3.8,Kolkata
Chaiapps Khialas Cafe,Fast Food,200,3.7,Amritsar
Chaibubble,"North Indian, Fast Food",100,4.1,Ranchi
Chaicup,Street Food,100,4.0,Chennai
Chaifeteria,"Fast Food, Street Food",100,4.3,Udaipur
Chaigram Canteen,"North Indian, Fast Food, Biryani",150,3.9,Kolkata
Chaika,"Fast Food, Street Food",200,4.0,Jhansi
Chaileela,"Fast Food, Street Food",200,4.2,Bhopal
Chaina Ram Sindhi Confectioners,Street Food,10,4.5,NCR
Chaina Ram Sindhi Confectioners,Street Food,100,4.5,Delhi NCR
Chainess,"Fast Food, Street Food",150,4.2,Agra
Chaisto,"South Indian, North Indian, Fast Food",100,4.0,Kota
Chaisto,"Fast Food, Street Food",300,4.0,Jaipur
Chaitanya,Indian,100,4.4,Mumbai
Chaitanya Snacks Center,Street Food,150,4.3,Solapur
Chaiwala,"North Indian, Fast Food, Street Food",100,3.6,Chandigarh
Chak Lo India,"South Indian, North Indian, Fast Food",250,3.8,Jodhpur
Chakabhai Bhel Wala,"Fast Food, Street Food",200,4.2,Surat
Chakachak Restaurant And Cafe,"South Indian, North Indian, Fast Food, Street Food, Biryani",150,3.7,Vadodara
Chakh Le India,"North Indian, Biryani",150,3.1,Vadodara
Chakhna Cafe,"North Indian, Fast Food, Street Food",250,3.5,Indore
Chakhna Restaurant And Cafe,North Indian,100,3.9,Patna
Chakhnaa,Indian,150,3.7,Jamshedpur
Chakho,North Indian,100,4.0,NCR
Chakna Hai Kya,Fast Food,150,3.3,Dehradun
Chakna House,"North Indian, Fast Food",250,3.8,Gaya
Chakna Kitchen,"North Indian, Street Food",100,4.1,Nagpur
Chakra Multicuisine Restaurant,South Indian,200,3.6,Tirunelveli
Chalai Rahmaniya Kethel s Chicken,North Indian,100,3.9,Trivandrum
Chalte Firte Momos Special Foods,"North Indian, Fast Food",200,4.0,Delhi NCR
Chalte Firte Momos Special Foods,"North Indian, Fast Food",200,4.0,NCR
Chaman chaat bhandar,Fast Food,50,4.2,Bareilly
Chaman Dhaba,North Indian,150,4.0,NCR
Chaman Family Restaurant,"North Indian, Fast Food, Biryani",100,3.9,Amritsar
Chaman Pavitra Bhojnalaya,North Indian,100,4.3,Jaipur
Champaklal Pavbhaji,"North Indian, Street Food",250,4.2,Vadodara
Champaran,"North Indian, Fast Food",350,3.3,Varanasi
Champaran Family Restaurant,"North Indian, Biryani",100,3.6,Varanasi
Champaran Handi House,"North Indian, Biryani",350,3.9,Kota
Champaran Handi Meat,North Indian,200,3.2,Lucknow
Champaran Handi Meat House,North Indian,150,4.1,Ludhiana
Champaran Handi Meat House,"North Indian, Biryani",250,4.3,Gorakhpur
Champaran Handi Meat House Hygiene Safe,North Indian,200,3.1,Lucknow
Champaran Meat,"North Indian, Biryani",150,3.5,Kolkata
Champaran Meat Corner,North Indian,600,3.8,Kolkata
Champaran Meat House,"North Indian, Biryani",50,3.3,Jamshedpur
Champaran Meat House,"North Indian, Biryani",150,3.4,Jamshedpur
Champaran Meat House,Biryani,250,3.4,Patna
Champaran Meat House,North Indian,100,3.5,Jamshedpur
Champaran Meat House,"North Indian, Biryani",100,3.5,Patna
Champaran Meat House,North Indian,200,3.5,Dhanbad
Champaran Meat House,"North Indian, Biryani",200,3.7,Gorakhpur
Champaran Meat House,"North Indian, Biryani",300,3.7,Jamshedpur
Champaran Meat House,North Indian,150,3.8,Varanasi
Champaran Meat House,"North Indian, Biryani",150,3.8,Patna
Champaran Meat House,Indian,150,4.1,Delhi NCR
Champaran Meat House,North Indian,200,4.1,Gaya
Champaran Meat House,"North Indian, Biryani",200,4.1,Kota
Champaran Meat House Desi Swaad,North Indian,300,3.3,Dhanbad
Champaran Meat House TM,"North Indian, Biryani",250,3.9,Patna
Champaran Rasoi,North Indian,150,4.0,Gorakhpur
Champaran Restaurant,"North Indian, Biryani",100,3.1,Varanasi
Champaran Restaurant,"North Indian, Biryani",200,3.5,Varanasi
Chamunda The Lassi Shop,Indian,150,4.2,Junagadh
Chamunda Chai,Street Food,150,4.1,Surat
Chamunda Idli Sambhar,"South Indian, Fast Food",100,3.7,Bhavnagar
Chamunda Krupa Lassi Juice,Indian,150,4.1,Bhavnagar
Chamunda Lassi,Indian,200,4.3,Junagadh
Chamunda Restaurant And Bar,North Indian,150,4.0,Ajmer
Chamunda The Lassi Shop,Indian,100,4.0,Rajkot
Chana Zor Garam,"Fast Food, Street Food",200,3.8,Kolkata
Chanakya Hotel,North Indian,150,3.5,Bikaner
Chanchal Dhaba,North Indian,150,4.3,Guwahati
Chanchal Hotel,North Indian,250,3.7,Agra
Chanchal Namkeen,Street Food,50,3.7,Indore
Chanchal Restaurant,"South Indian, North Indian, Fast Food, Street Food",150,3.5,Dehradun
Chanda Cafe,"South Indian, Street Food",50,3.7,Allahabad
Chandan Bhojnalaya,North Indian,100,3.9,Surat
Chandan Biscuit,"Fast Food, Bakery",50,4.3,Kanpur
Chandan Dhaba,"North Indian, Fast Food",150,3.6,Patna
Chandan Hotel,North Indian,200,3.8,Patna
Chandan Hotel,"North Indian, Biryani",50,4.2,Gaya
Chandan Omlette Center,Street Food,200,4.3,Surat
Chandani Chowk To China,North Indian,50,4.0,Jamshedpur
Chander Juice Center,Street Food,100,3.9,Moradabad
Chanderi Hut Family Dhaba,"North Indian, Street Food",200,3.8,Raipur
Chander s The Thirst Quencher,Fast Food,150,3.8,Moradabad
Chander s Premium,Fast Food,150,4.0,Moradabad
Chandigarh Cafe,"Fast Food, Street Food",100,3.8,Chandigarh
Chandigarh Chulha,"North Indian, Fast Food",200,3.1,Chandigarh
Chandigarh Flavours,"North Indian, Fast Food, Street Food, Biryani",150,4.0,Chandigarh
Chandigarh Hotel,North Indian,200,3.8,Kolkata
Chandigarh Junction,"North Indian, Fast Food",150,3.8,Chandigarh
Chandigarh Rolls,Indian,150,3.4,Chandigarh
Chandigarh Rolls Maker,Indian,100,3.4,Chandigarh
Chandigarh To Chennai,"South Indian, North Indian",200,4.0,Kolkata
Chandni Chowk,"North Indian, Street Food",150,3.3,Jalandhar
Chandni Chowk Food Court,"South Indian, North Indian, Fast Food",100,4.1,Meerut
Chandni Food Service,"North Indian, Fast Food",200,3.9,Meerut
Chandra Restaurant,"North Indian, Fast Food",50,3.6,Bareilly
Chandra Shahi Samosa,Street Food,100,4.2,Jodhpur
Chandrakala Sweets,Street Food,100,4.4,Jabalpur
Chandraksh Bhoj,"North Indian, Street Food",200,3.9,NCR
Chandralok Kachouri,"South Indian, Fast Food",100,4.3,Allahabad
Chandramukhi Bhojnalay,North Indian,200,4.1,Lucknow
Chandravilas Bhojnalay,North Indian,100,3.3,Indore
Chandravilas Bhuvan,"South Indian, Fast Food",50,4.2,Pune
Chandu Chinese Food Centre,Fast Food,300,4.5,Mangalore
Chandu Halwai,North Indian,200,4.4,Mumbai
Chandu Restaurant,North Indian,100,4.0,Jodhpur
Chandu Restaurant And Fast Food,North Indian,250,4.2,Jodhpur
Chandu Thali Wala,"North Indian, Fast Food",50,3.9,Jodhpur
Chandubhai Bhelwala,"Fast Food, Street Food",100,4.2,Rajkot
Chandubhai Omlet Wala,"North Indian, Street Food",350,4.2,Surat
Chandulal Rasvanti Snacks Colddrinks,Indian,100,3.3,Jalgaon
Chandulal Raswanti and Cold Drinks Fule Market,Indian,100,3.4,Jalgaon
Chandu s Kitchen Multi Cuisine Family Restaurant,"North Indian, Street Food, Biryani",150,4.1,Vijayawada
Chang Mai,Indian,300,4.4,Guwahati
Changezi Chicken,"North Indian, Biryani",150,3.0,NCR
Changezi Chicken,"North Indian, Biryani",100,3.6,Gorakhpur
Changezi Chicken,North Indian,250,4.1,NCR
Changezi Chicken Restaurant,Biryani,150,4.1,Allahabad
Chango s,Indian,150,4.1,Lucknow
Chang s Legacy,North Indian,150,4.0,Indore
Changu Mangu,North Indian,100,3.8,Patna
Chanoya,Bakery,150,3.7,Jamshedpur
Chanpatiya Meet Pratha House,North Indian,150,3.4,Patna
Chaoji Khaoji,"Fast Food, Street Food",150,3.5,Udaipur
ChaoMan,Indian,400,4.3,Patiala
Chapathi Mane,South Indian,200,4.3,Bangalore
Chapo,"North Indian, Fast Food",100,3.7,Indore
Chappan Bhog,Street Food,350,4.5,Bhopal
Chappan Bhog Sweets,"South Indian, North Indian, Fast Food",150,3.8,Saharanpur
Chaps In Fast Food,"North Indian, Fast Food",500,4.2,Chandigarh
Chapter,Indian,300,4.2,Kolkata
Chapter One,"South Indian, Fast Food",150,3.8,Raipur
Chapter One Momos,"South Indian, Street Food",100,3.7,Raipur
Char Grills,Fast Food,300,3.3,Coimbatore
Charaka Mess,South Indian,150,4.3,Belgaum
Charan Juice Confectionery,Indian,150,4.4,Patiala
Charbhuja Chaat,Street Food,100,4.1,Udaipur
Charbhuja Sandwich,"Fast Food, Street Food",150,4.2,Ahmedabad
Charbhuja Sandwich Centre,"Fast Food, Street Food",100,4.1,Ahmedabad
Charcoal,North Indian,250,4.1,Goa
Charcoal Eats Biryani Beyond,Biryani,350,4.1,Mumbai
Charcoal Kebaberie,"North Indian, Biryani",100,4.4,Kolkata
Charcoal Restaurant,"North Indian, Fast Food",100,4.0,Gonda
Charcoal Shawarma,Indian,250,3.6,Trivandrum
Charcoal Shawarma,Indian,100,3.9,Trivandrum
Charles Chicken,"South Indian, Biryani",200,4.0,Madurai
Charlie Bakery,"Fast Food, Bakery",100,4.4,Udaipur
Charlie Chang s,Indian,300,4.3,Goa
Charminar Biryani House,"North Indian, Biryani",100,4.1,Bangalore
Charminar Restaurant,"North Indian, Biryani",100,3.6,Mangalore
Chaska,Fast Food,100,3.6,Bikaner
Chaska,Indian,300,4.2,Kanpur
Chaska,North Indian,100,4.4,Guwahati
Chaska A Unit Of J K Cafeteria,"North Indian, Biryani",200,4.1,Guwahati
Chaska By Taste,North Indian,150,2.8,Saharanpur
Chaska Chaat,"North Indian, Fast Food, Street Food",250,4.0,Chennai
Chaska Express,North Indian,200,4.0,Moradabad
Chaska Food Corner,North Indian,100,3.7,Meerut
Chaska Maska,"South Indian, North Indian, Fast Food, Biryani",250,4.0,Nashik
Chaska Momos Fast Food,Fast Food,100,3.7,Bhopal
Chaska Swaad Ka,"North Indian, Fast Food",50,4.0,Lucknow
Chaskaa,"South Indian, North Indian, Fast Food, Street Food",150,4.1,Nagpur
Chat Corner,Street Food,100,4.3,Hyderabad
Chat N Chill,Street Food,50,3.9,Warangal
Chat Palace,"Fast Food, Street Food",100,3.7,Indore
Chat Street,North Indian,300,3.2,Ludhiana
Chat Zone,Street Food,100,4.0,Hyderabad
Chatar Patar,"Fast Food, Street Food",200,4.2,Kolkata
Chatar Patar,"Fast Food, Street Food",150,4.3,Gorakhpur
Chatka Matka,"South Indian, North Indian, Fast Food, Street Food",200,4.3,Jaipur
Chatkaars Handi,North Indian,200,4.0,Lucknow
Chatkara Chandni Chowk Ka,Street Food,200,4.3,NCR
Chatkara Food Court,"South Indian, North Indian, Fast Food",150,4.3,Patna
Chatkara Sweets And Bakery,Bakery,200,4.0,Patna
Chatkazz,"North Indian, Street Food",50,3.8,Rajkot
Chatkazz,"Fast Food, Street Food",100,4.0,Rajkot
Chatkazz,"Fast Food, Street Food",100,4.0,Udaipur
Chatkazz Spice Up,Fast Food,100,4.3,Bhavnagar
Chatkeens,"North Indian, Fast Food, Street Food",200,4.3,Udaipur
Chatniz,"South Indian, North Indian, Fast Food, Street Food",200,3.1,Vadodara
Chatora Station Restaurant,"North Indian, Fast Food, Street Food",300,4.0,Agra
Chatore,"North Indian, Fast Food",100,3.0,Surat
Chatore,"South Indian, Street Food",200,3.8,Jamshedpur
Chatore Stop,"North Indian, Street Food",250,4.2,Guwahati
Chatoree,"North Indian, Fast Food, Street Food",200,3.6,Vadodara
Chatoree,"North Indian, Fast Food",50,3.9,Vadodara
Chatoree,"South Indian, North Indian, Fast Food, Street Food",200,4.0,Vadodara
Chatorelal Food Court,"South Indian, North Indian, Fast Food, Street Food",300,3.9,Agra
Chatore s Chaat,"South Indian, Street Food",100,3.2,Surat
Chatori Chachi,"South Indian, Fast Food, Street Food",300,4.2,Indore
Chatori Chat,"South Indian, Fast Food, Street Food",200,3.6,Amravati
Chatori Dadi,"Fast Food, Bakery",150,3.8,Meerut
Chatori Gali,Biryani,300,4.3,Ranchi
Chatori Gully,"North Indian, Fast Food",200,4.0,Dharamshala
Chatpata,Indian,200,3.7,Surat
Chatpata,"Fast Food, Street Food",600,3.8,Surat
Chatpata Aangan,Fast Food,100,3.9,Jalgaon
Chatpata Bati Chokha,Street Food,200,3.7,Varanasi
Chatpata Chat House,Fast Food,100,3.5,Chennai
Chatpata Dhabha Restaurant,"North Indian, Street Food",200,3.1,Kota
Chatpataas Pizza,Fast Food,200,3.9,Allahabad
Chatpataa s Pizza,Fast Food,100,4.2,Allahabad
Chatpatasty,Street Food,50,3.6,Bhopal
Chatpati Gali,Street Food,100,3.8,Chandigarh
Chatpati Rasoi,North Indian,100,3.7,Raipur
Chats Cafe,Fast Food,250,4.2,Mysore
Chatter Box,North Indian,400,3.4,Ludhiana
Chatterbox,Fast Food,100,3.3,Jalandhar
Chattore Dilli Ke,"North Indian, Biryani",150,3.4,NCR
Chatwala,"South Indian, North Indian, Fast Food, Street Food",150,3.9,Jaipur
Chaubara,"Fast Food, Street Food",150,3.7,NCR
Chaudhary Chicken,North Indian,250,3.9,Chandigarh
Chaudhary Dairy And Confectionery,"Fast Food, Bakery",150,4.2,Meerut
Chaudhary Fast Food,Fast Food,150,4.4,Saharanpur
Chauhan Dhaba,"North Indian, Fast Food",100,3.9,Kanpur
Chauhan Fast Food,Fast Food,150,3.8,Ludhiana
Chauhan Restaurant,"North Indian, Fast Food",200,3.6,Dehradun
Chauhan s Dhaba,"North Indian, Street Food",200,3.7,Kanpur
Chauka Multi cuisine Restaurant,"North Indian, Fast Food",200,3.9,Patna
Chaukas Chinese,Indian,300,4.0,Kanpur
Chaumin Chaupati,Indian,150,4.1,Nagpur
Chaurang,Indian,250,4.3,Mumbai
Chaurasia Idli Dosa Corner,"South Indian, Fast Food, Street Food",200,3.9,Varanasi
Chaurasia Paan Parlour Shop,Indian,350,4.4,Ludhiana
Chaurasia Paan Studio,Indian,350,4.5,Ludhiana
Chaurasia Pan Palace,Indian,350,4.6,Ludhiana
Chaurasia Pan Parlour,Indian,150,4.5,Patiala
Chaurasia Pan Parlour,Indian,150,4.5,Ludhiana
Chaurasiya Pan Bhandar,Indian,150,4.0,Bareilly
Chaurasiya Veg Kabab Paratha,Fast Food,300,4.0,Lucknow
Chav Assal Khandeshi,Indian,50,3.6,Pune
Chavan Jilebi Junction And Snacks Corner,Street Food,150,4.2,Nashik
Chavan Raspaan Gruh,Indian,100,4.6,Solapur
Chavishtha Nonveg No,North Indian,200,4.2,Amravati
Chawala Dillivala Restaurant,North Indian,100,3.8,Gorakhpur
Chawla Bakers,Bakery,100,3.3,Asansol
Chawla De Mashoor Chur Chur Naan,North Indian,100,4.2,NCR
Chawla De Mashoor Chur Chur Naan,North Indian,150,4.2,Delhi NCR
Chawla Fast Food,North Indian,250,4.0,Mumbai
Chawla Food Caterers,"Fast Food, Street Food",100,3.7,Amritsar
